Transaction_ID,Interaction_Speed,Repeated_Attempts,User_History,Session_Length,Browser_Change,Uncommon_Service,Fraud
161,2.828010731,0,Rare,290,1,1,0
162,2.513481001,0,Frequent,240,1,1,0
163,2.00483445,0,Normal,220,0,0,0
164,3.111363034,2,Normal,190,0,1,0
165,2.4558747,1,Normal,180,0,1,0
166,2.121199892,0,Rare,220,1,0,0
167,3.174713374,1,Normal,290,1,0,0
168,2.444975769,0,Normal,110,0,1,1
169,2.562618119,0,Rare,80,1,0,1
170,2.575082532,0,Normal,230,1,1,0
171,3.580843673,0,Normal,120,0,0,0
172,2.4077291,1,Normal,180,0,0,0
173,2.425151471,2,Normal,240,1,1,0
174,3.35542278,0,Normal,170,1,1,0
175,3.228648078,0,Normal,240,1,0,0
176,3.936149541,1,Normal,310,0,1,0
177,3.00605478,0,Normal,230,1,1,0
178,2.190757033,0,Normal,300,1,1,0
179,2.10668347,1,Normal,300,1,0,0
180,2.446820178,0,Normal,280,0,1,0
181,2.619806911,0,Normal,360,0,1,0
182,2.726692588,1,Normal,270,0,0,0
183,1.709730229,1,Normal,440,0,0,0
184,2.723499624,2,Frequent,180,0,1,0
185,2.749203085,0,Normal,240,1,1,0
186,3.215153816,1,Normal,350,1,0,0
187,2.770859302,0,Normal,350,0,1,0
188,1.280192628,0,Rare,150,1,0,0
189,2.852558946,0,Rare,130,0,1,0
190,2.653384874,0,Normal,280,1,0,0
191,2.736407061,0,Frequent,230,1,0,0
192,2.68344385,0,Normal,330,1,1,0
193,2.898221966,1,Frequent,330,0,0,0
194,2.746960988,1,Normal,190,1,1,0
195,2.616563101,2,Normal,390,1,1,0
196,3.131396796,1,Frequent,120,1,1,0
197,3.299167799,0,Normal,150,1,0,0
198,1.641297363,2,Frequent,300,1,1,0
199,2.864844114,0,Normal,340,1,0,0
200,2.966881281,0,Normal,290,0,1,0
201,3.129651692,0,Normal,270,0,0,0
202,3.099186775,0,Normal,380,1,0,0
203,3.12957492,0,Normal,360,1,0,0
204,3.340676924,0,Normal,260,0,0,0
205,3.450479633,1,Normal,350,0,0,0
206,1.830856164,0,Normal,310,1,0,0
207,3.109817861,0,Normal,320,1,1,0
208,2.452763551,1,Frequent,350,1,1,0
209,3.001339276,2,Normal,180,1,0,0
210,2.408349485,1,Rare,290,1,0,0
211,2.781679062,1,Normal,320,1,1,0
212,2.548916699,0,Normal,170,0,1,0
213,3.602778291,2,Frequent,320,1,1,0
214,2.032944878,2,Normal,270,1,0,0
215,2.743799285,1,Normal,300,0,0,0
216,3.183490942,1,Normal,340,1,0,0
217,2.635165556,0,Normal,370,0,1,0
218,3.043556148,1,Normal,160,1,0,0
219,2.792807915,1,Normal,210,0,0,0
220,3.316789157,1,Rare,290,1,1,0
221,2.05342725,1,Normal,250,1,1,0
222,2.698727264,1,Normal,270,1,0,0
223,3.228608337,1,Normal,300,1,1,0
224,2.952444063,1,Normal,140,0,0,0
225,2.878037197,2,Frequent,230,0,1,0
226,2.86107179,1,Normal,300,0,0,0
227,2.520684921,0,Rare,290,0,0,0
228,2.148554859,1,Frequent,320,0,1,0
229,2.652478978,0,Rare,300,1,1,0
230,3.033374284,3,Normal,330,0,1,0
231,2.980393506,0,Normal,170,0,1,0
232,2.739687319,2,Normal,340,0,0,0
233,2.612169758,1,Normal,350,1,1,0
234,3.472082165,0,Normal,290,1,1,0
235,2.788469594,1,Normal,310,1,1,0
236,3.783795015,0,Normal,70,1,0,1
237,2.827953657,0,Frequent,340,1,0,0
238,3.31274239,0,Rare,390,1,1,0
239,1.6028955,1,Rare,260,0,1,0
240,3.083840703,0,Normal,230,1,0,0
241,2.426418561,0,Frequent,320,0,0,0
242,2.617686715,0,Normal,220,0,1,0
243,2.524190918,1,Normal,150,1,1,0
244,3.19708891,1,Normal,420,0,1,0
245,2.955018227,1,Rare,390,1,1,0
246,3.046399477,0,Normal,360,1,0,0
247,2.733454526,0,Normal,230,1,1,0
248,2.629758371,0,Normal,310,1,1,0
249,2.340304551,1,Frequent,330,1,1,0
250,3.116542403,0,Frequent,190,0,1,0
251,2.620293651,1,Normal,130,0,1,0
252,3.182198137,1,Normal,290,1,1,0
253,2.528166945,1,Normal,320,1,0,0
254,3.350707412,0,Normal,200,0,1,0
255,2.469140925,1,Rare,270,1,0,0
256,2.874873822,0,Normal,200,1,1,0
257,2.975636725,0,Normal,290,0,1,0
258,2.503428915,0,Normal,310,0,1,0
259,2.158003192,1,Normal,380,1,1,0
260,1.800110011,1,Rare,440,1,1,0
261,3.77113409,1,Rare,330,0,1,0
262,2.920931159,0,Frequent,360,1,1,0
263,3.369523181,4,Normal,290,1,1,0
264,3.1485272,0,Normal,190,1,1,0
265,3.236853336,1,Frequent,310,1,1,0
266,1.827639709,0,Frequent,240,1,1,0
267,2.875014095,0,Frequent,270,1,1,0
268,2.040729694,0,Normal,280,1,1,0
269,3.267964289,2,Normal,160,1,1,0
270,2.868769267,1,Normal,220,0,1,0
271,2.697731405,0,Frequent,210,0,1,0
272,2.944863538,1,Normal,180,1,1,0
273,1.972169171,0,Frequent,210,1,0,0
274,2.679745221,1,Normal,230,1,1,0
275,2.90218683,0,Rare,290,0,0,0
276,2.966645291,0,Normal,250,0,0,0
277,2.676419335,0,Normal,310,0,0,0
278,2.363904,0,Frequent,400,1,1,0
279,3.03928606,0,Rare,290,1,0,0
280,2.886492462,0,Rare,150,1,1,0
281,2.510295136,0,Normal,240,1,0,0
282,2.204022913,0,Normal,290,0,1,0
283,3.074408558,1,Normal,350,0,0,0
284,2.705875175,1,Normal,320,0,0,0
285,3.023902373,0,Frequent,160,1,1,0
286,2.580387088,1,Rare,250,1,0,0
287,2.748479811,1,Frequent,300,1,1,0
288,2.933694483,1,Rare,290,0,0,0
289,2.427022598,0,Normal,310,1,1,0
290,2.274371658,1,Normal,260,1,0,0
291,2.650798459,1,Normal,320,0,1,0
292,2.350511575,1,Frequent,280,1,1,0
293,2.251900426,1,Normal,250,0,1,0
294,3.119073362,2,Rare,340,1,1,0
295,3.01156028,0,Normal,210,1,0,0
296,2.699598898,1,Normal,90,0,1,1
297,1.650618277,0,Normal,240,1,1,0
298,1.566597722,1,Normal,170,0,0,1
299,1.995263464,0,Rare,400,1,0,0
300,1.251670631,1,Normal,280,1,1,0
301,1.526581353,0,Normal,310,1,1,0
302,2.499793414,0,Normal,270,1,0,0
303,3.118464955,0,Frequent,290,1,1,0
304,1.40651794,3,Normal,250,1,1,0
305,3.225807359,1,Normal,210,1,1,0
306,3.361680827,1,Normal,290,1,0,0
307,3.194129205,1,Normal,310,1,0,0
308,2.910660569,1,Normal,160,1,1,0
309,3.056279377,2,Normal,310,0,1,0
310,2.625843549,0,Normal,290,1,1,0
311,2.973435267,3,Rare,240,0,1,0
312,2.757055007,0,Normal,350,1,0,0
313,2.0271329,1,Normal,340,1,1,0
314,2.918581908,1,Normal,330,0,0,0
315,3.313318292,1,Normal,120,1,1,0
316,3.143206837,1,Normal,330,1,0,0
317,2.703918992,1,Frequent,210,0,0,0
318,2.661157329,0,Rare,260,1,0,0
319,2.508581351,0,Normal,270,0,1,0
320,2.037708303,0,Frequent,220,1,1,0
321,2.4643252,0,Normal,180,1,1,0
322,2.516767792,0,Normal,180,0,1,0
323,2.885075158,0,Normal,260,0,0,0
324,2.83804028,0,Normal,350,0,1,0
325,3.254881391,0,Normal,320,1,1,0
326,2.596283647,0,Normal,280,0,1,0
327,2.806297809,0,Normal,420,1,1,0
328,2.902828068,0,Normal,240,1,0,0
329,3.205278289,0,Normal,210,1,0,0
330,2.696706595,0,Normal,200,0,0,0
331,2.912387616,0,Normal,380,1,1,0
332,2.212202281,1,Normal,310,1,1,0
333,2.671870817,1,Normal,280,1,1,0
334,3.097905003,0,Normal,380,1,1,0
335,2.97662018,0,Normal,240,0,1,0
336,2.74267726,2,Normal,300,1,1,0
337,2.395989531,0,Normal,230,0,0,0
338,3.326848745,0,Frequent,290,0,1,0
339,2.717123497,0,Frequent,170,0,1,0
340,3.779967334,0,Normal,280,1,1,0
341,2.433577252,1,Normal,250,1,0,0
342,3.283666475,0,Normal,160,1,0,0
343,2.021278874,3,Normal,330,1,0,0
344,2.700421276,0,Normal,240,0,1,0
345,2.435610691,0,Normal,270,0,1,0
346,2.902266623,2,Normal,140,1,1,0
347,3.032482094,1,Rare,170,0,1,0
348,2.317361722,1,Frequent,210,0,1,0
349,3.242371839,0,Normal,250,1,0,0
350,2.341062388,0,Frequent,230,0,0,0
351,2.76002818,2,Rare,330,0,1,0
352,2.989036439,2,Normal,210,0,0,0
353,3.230440485,1,Normal,210,1,1,0
354,2.88393151,1,Frequent,240,1,0,0
355,3.304543129,2,Normal,200,1,0,0
356,2.755504724,2,Rare,280,0,1,0
357,3.159681039,1,Normal,250,0,0,0
358,3.005757022,2,Normal,360,0,0,0
359,3.11477603,0,Normal,290,1,1,0
360,3.099454103,0,Frequent,120,0,1,0
361,3.183303871,0,Normal,210,1,0,0
362,2.562534469,1,Rare,260,1,1,0
363,2.360872094,0,Rare,330,1,0,0
364,3.17438409,1,Normal,270,1,1,0
365,2.799965452,1,Normal,240,1,0,0
366,3.422345691,1,Frequent,240,1,0,0
367,3.548493465,1,Frequent,250,0,0,0
368,1.789475579,0,Normal,330,1,0,0
369,2.788554797,2,Frequent,240,0,1,0
370,2.893497099,0,Normal,200,1,0,0
371,2.863925652,0,Normal,230,1,0,0
372,3.009228139,0,Rare,250,1,1,0
373,2.638981692,0,Frequent,350,1,1,0
374,2.443053738,0,Normal,240,0,0,0
375,2.52189631,0,Frequent,280,0,1,0
376,2.646116974,0,Frequent,360,0,1,0
377,2.94593516,0,Frequent,180,1,0,0
378,3.213917018,0,Normal,220,0,0,0
379,3.53359428,2,Rare,390,1,1,0
380,2.990994523,1,Normal,250,1,1,0
381,2.835463413,0,Normal,340,1,0,0
382,2.375626975,0,Normal,310,0,0,0
383,1.963511384,0,Normal,240,1,0,0
384,2.967414684,1,Normal,210,1,0,0
385,2.78839631,0,Frequent,310,1,1,0
386,3.204659062,2,Frequent,280,1,1,0
387,2.708392898,1,Normal,190,0,1,0
388,3.23304092,1,Normal,400,0,0,0
389,2.041658728,0,Rare,360,0,0,0
390,1.185897595,0,Normal,360,0,1,1
391,2.809985383,0,Normal,150,0,0,0
392,3.040840233,0,Normal,280,0,1,0
393,3.181545926,0,Rare,230,1,1,0
394,2.517234949,1,Frequent,320,1,1,0
395,2.291198681,0,Rare,240,0,1,0
396,2.723098111,1,Normal,260,1,0,0
397,2.504409732,1,Normal,300,1,0,0
398,2.37896562,1,Frequent,430,1,1,0
399,3.050492564,0,Normal,170,1,1,0
400,3.524393759,0,Normal,150,0,1,0
401,2.819033441,2,Normal,310,1,0,0
402,2.115313313,1,Normal,260,1,1,0
403,3.636701613,0,Frequent,400,0,0,0
404,3.053254449,1,Normal,220,0,1,0
405,2.511991071,1,Normal,390,0,0,0
406,2.306859317,1,Normal,150,1,0,0
407,2.420476565,0,Frequent,330,0,1,0
408,2.965037669,1,Normal,230,0,1,0
409,2.746392029,2,Normal,350,1,0,0
410,2.470748421,1,Normal,220,1,1,0
411,1.886993361,1,Normal,360,1,1,0
412,3.283551278,0,Rare,290,1,1,0
413,2.737411944,0,Normal,300,0,0,0
414,3.306335226,1,Frequent,330,0,1,0
415,1.985718314,0,Normal,450,0,0,0
416,2.935210438,1,Normal,260,1,0,0
417,2.713961438,0,Normal,310,0,0,0
418,2.550738215,0,Normal,380,1,1,0
419,3.005518451,1,Normal,400,0,1,0
420,2.999357688,1,Normal,220,1,0,0
421,2.344720168,1,Normal,280,1,1,0
422,3.145385305,0,Frequent,240,1,1,0
423,2.963242129,1,Normal,260,0,0,0
424,3.271088589,2,Rare,320,0,1,0
425,2.915249261,0,Normal,270,0,0,0
426,3.418657746,1,Normal,420,1,0,0
427,3.150542196,0,Normal,360,0,1,0
428,2.403787064,0,Frequent,230,1,1,0
429,3.265469504,0,Normal,200,0,1,0
430,2.594504238,1,Frequent,330,0,0,0
431,3.134523922,0,Normal,220,0,0,0
432,3.122916427,0,Frequent,260,1,1,0
433,3.500567336,3,Rare,260,0,1,0
434,2.498317078,0,Normal,250,1,1,0
435,2.880362135,0,Normal,350,0,1,0
436,2.296325035,1,Normal,370,1,1,0
437,2.911383717,1,Normal,240,0,1,0
438,2.667451578,2,Normal,240,0,0,0
439,3.468851147,0,Frequent,320,0,0,0
440,2.950279023,0,Normal,270,1,1,0
441,2.06018387,0,Normal,300,1,0,0
442,3.422223898,0,Normal,140,1,1,0
443,1.494436969,0,Normal,300,0,0,0
444,2.971115384,0,Normal,150,1,1,0
445,2.508568763,0,Normal,160,1,1,0
446,2.865230917,1,Rare,200,1,1,0
447,2.577157167,0,Normal,390,1,0,0
448,2.973937749,1,Rare,300,1,1,0
449,2.897306604,0,Normal,300,0,1,0
450,1.78554658,0,Normal,210,1,1,0
451,2.586714777,0,Normal,160,1,1,0
452,3.056250873,0,Normal,220,1,0,0
453,1.919261277,2,Frequent,250,0,1,0
454,1.935996484,0,Normal,250,1,0,0
455,3.204765062,0,Normal,160,0,1,0
456,2.528355556,3,Normal,290,0,0,0
457,2.202103447,1,Rare,310,1,0,0
458,2.732525482,3,Rare,180,1,0,0
459,3.674782351,0,Frequent,310,1,1,0
460,2.906890339,0,Normal,200,0,1,0
461,1.933667311,0,Frequent,230,1,0,0
462,2.914492633,0,Rare,330,1,0,0
463,3.324794805,0,Normal,280,1,1,0
464,3.462044298,4,Normal,260,1,1,0
465,3.141576751,0,Normal,360,1,0,0
466,2.099500431,0,Normal,270,0,0,0
467,2.2339627,0,Normal,240,0,0,0
468,2.683232048,1,Normal,150,1,0,0
469,2.140152668,0,Normal,390,0,0,0
470,2.957572222,1,Frequent,180,1,1,0
471,3.474415375,0,Normal,400,0,1,0
472,3.367628625,1,Frequent,390,1,0,0
473,3.511031232,0,Normal,200,1,1,0
474,3.021121338,1,Normal,260,1,1,0
475,3.110918815,0,Normal,390,0,1,0
476,3.541861089,2,Normal,390,0,1,0
477,2.968955354,1,Normal,240,0,1,0
478,2.91458529,4,Normal,290,0,1,0
479,1.515786167,0,Rare,300,1,0,0
480,2.707974227,1,Normal,350,0,0,0
481,2.27301087,0,Normal,300,0,1,0
482,2.390592503,0,Normal,220,0,1,0
483,2.983006578,0,Normal,330,1,1,0
484,2.085451941,0,Normal,240,1,0,0
485,2.908698739,0,Normal,180,1,0,0
486,3.244807797,1,Normal,220,1,1,0
487,1.854038905,1,Normal,270,1,0,0
488,3.164810534,2,Normal,320,0,0,0
489,2.9837527,2,Normal,320,0,0,0
490,3.025561251,0,Normal,160,0,0,0
491,3.187488289,1,Frequent,320,1,0,0
492,3.282678276,0,Normal,280,1,1,0
493,2.698736918,1,Normal,210,1,1,0
494,2.748644143,0,Normal,170,1,0,0
495,2.521061578,0,Normal,300,0,1,0
496,2.691649296,0,Frequent,300,1,1,0
497,2.472501972,1,Frequent,240,1,0,0
498,3.30324265,0,Normal,370,0,0,0
499,1.719325913,0,Frequent,290,1,1,0
500,3.656158071,0,Normal,140,1,0,0
501,1.740763826,0,Frequent,310,0,1,0
502,2.788419088,1,Normal,290,1,1,0
503,3.201035102,0,Normal,170,1,1,0
504,3.417212361,0,Frequent,180,1,1,0
505,3.030297378,1,Frequent,310,1,1,0
506,2.613180345,0,Normal,160,1,1,0
507,3.075118558,0,Normal,190,0,1,0
508,1.89330749,1,Normal,160,1,1,0
509,2.339161185,1,Normal,340,0,1,0
510,2.762649023,0,Rare,220,1,1,0
511,3.168187069,0,Rare,340,1,0,0
512,2.597590368,0,Normal,260,0,1,0
513,1.609518946,0,Rare,210,1,0,0
514,3.231717622,0,Rare,290,1,0,0
515,2.746883015,0,Normal,260,1,0,0
516,2.145258156,0,Normal,160,1,1,0
517,3.231258993,3,Normal,280,0,0,0
518,2.458575098,0,Normal,320,1,1,0
519,2.468250638,0,Normal,310,0,0,0
520,3.473383993,1,Frequent,210,0,0,0
521,2.63712801,0,Normal,100,1,1,1
522,2.912729401,0,Normal,480,0,1,0
523,2.17527429,0,Normal,250,1,0,0
524,2.296580813,0,Frequent,300,0,1,0
525,3.191693499,1,Normal,250,0,1,0
526,3.303892338,1,Normal,300,1,1,0
527,3.259462004,0,Normal,340,1,1,0
528,1.90830965,0,Normal,210,1,0,0
529,2.45578896,0,Rare,280,1,0,0
530,3.146521636,2,Normal,220,1,1,0
531,3.573109088,1,Frequent,280,1,0,0
532,3.203975321,1,Normal,360,1,0,0
533,2.490848397,2,Normal,130,0,1,0
534,3.352115227,1,Rare,400,1,0,0
535,3.290052487,0,Normal,180,1,1,0
536,2.8255701,0,Normal,290,1,0,0
537,3.381674287,0,Rare,340,0,1,0
538,2.186173465,0,Frequent,170,1,1,0
539,2.293248217,1,Normal,390,1,1,0
540,2.383479777,0,Rare,270,1,1,0
541,3.296034259,0,Normal,260,1,1,0
542,3.587661753,1,Normal,310,1,1,0
543,3.232953892,0,Normal,350,1,1,0
544,2.832496008,0,Normal,260,1,1,0
545,2.868018513,1,Normal,250,1,0,0
546,2.648593411,1,Normal,190,1,0,0
547,2.8155458,0,Normal,400,0,0,0
548,2.890102057,0,Normal,260,1,0,0
549,3.247655427,0,Normal,230,0,1,0
550,2.455472306,0,Normal,230,1,1,0
551,3.161180399,0,Normal,270,1,0,0
552,2.874036075,0,Frequent,270,1,1,0
553,2.316010281,2,Normal,330,1,0,0
554,3.925625379,1,Normal,310,0,0,0
555,2.808623847,1,Normal,230,0,0,0
556,2.967087971,3,Normal,400,1,1,0
557,3.099714922,1,Normal,240,0,1,0
558,1.723206434,0,Frequent,300,1,0,0
559,2.80630625,1,Rare,320,1,0,0
560,3.254840359,0,Frequent,420,1,1,0
561,2.507969404,1,Rare,350,1,1,0
562,2.160078766,0,Normal,180,1,0,0
563,2.582060423,0,Normal,270,1,0,0
564,2.328370579,0,Normal,160,1,0,0
565,2.569574449,0,Normal,280,0,0,0
566,3.390255933,0,Normal,230,1,1,0
567,2.460747564,1,Normal,300,1,1,0
568,2.44284329,0,Normal,280,1,0,0
569,2.924389505,0,Normal,280,1,1,0
570,3.180180035,1,Normal,390,0,1,0
571,3.070913231,0,Normal,200,0,1,0
572,2.489580779,1,Normal,240,1,1,0
573,2.534589732,0,Rare,130,1,0,0
574,2.548962518,0,Normal,230,1,0,0
575,1.616425373,2,Normal,220,0,0,0
576,2.207915983,1,Normal,370,1,0,0
577,3.237263807,1,Frequent,310,1,1,0
578,3.046753804,0,Normal,290,1,1,0
579,2.629060759,0,Frequent,240,0,0,0
580,3.012283264,0,Normal,250,0,0,0
581,2.984684561,2,Normal,220,1,1,0
582,2.812017121,0,Normal,110,1,1,1
583,2.638267963,0,Normal,170,0,1,0
584,2.684713661,1,Normal,120,1,0,0
585,3.1483066,1,Frequent,450,1,1,0
586,3.139442912,2,Normal,140,1,0,0
587,2.973240589,0,Normal,220,1,0,0
588,2.599040888,1,Normal,290,0,0,0
589,2.896758306,0,Rare,280,1,1,0
590,2.434215845,0,Normal,130,1,1,0
591,3.409517798,0,Frequent,180,1,1,0
592,2.891028348,0,Normal,210,0,1,0
593,3.051206119,0,Normal,270,0,1,0
594,2.533592119,1,Normal,370,1,0,0
595,2.096726746,2,Normal,220,0,1,0
596,3.405055402,1,Normal,220,0,1,0
597,2.619785073,2,Normal,260,0,1,0
598,2.757968168,0,Normal,230,0,0,0
599,2.691220916,0,Rare,300,1,0,0
600,2.797460505,0,Normal,370,0,1,0
601,2.35602904,0,Normal,290,1,0,0
602,2.484796932,1,Frequent,320,0,1,0
603,3.411340403,3,Normal,310,0,1,0
604,2.242894243,0,Normal,160,1,0,0
605,2.973148837,2,Normal,300,1,0,0
606,3.391052622,0,Normal,340,1,1,0
607,3.441979777,0,Normal,240,1,1,0
608,3.566280373,0,Normal,280,1,1,0
609,2.82905671,0,Normal,260,1,1,0
610,3.068554264,2,Frequent,290,1,0,0
611,3.17118538,0,Normal,230,1,1,0
612,2.332511756,2,Frequent,140,1,1,0
613,3.243048518,0,Normal,170,1,0,0
614,3.316492474,0,Normal,210,1,1,0
615,2.709995787,1,Frequent,230,1,0,0
616,2.401115214,1,Normal,180,1,0,0
617,3.372763881,2,Normal,230,1,1,0
618,2.827918701,1,Frequent,180,0,0,0
619,2.998360359,1,Normal,360,1,1,0
620,2.146856883,1,Frequent,280,1,1,0
621,2.601884584,1,Normal,330,0,0,0
622,2.817435093,0,Normal,300,1,0,0
623,2.626168922,0,Normal,180,0,1,0
624,1.967428392,0,Normal,280,0,0,0
625,3.426584213,0,Normal,380,1,1,0
626,3.247119738,0,Normal,200,1,1,0
